Brazo derecho, ,Brazo izquierdo, ,Distancia
600,  350, 400,  -50, 70.01
600,  450, 400,  -50, 70.01
200, -450, 400,   50, 70.01
200, -350, 400,   50, 70.01
200, -250, 400,   50, 70.01
200, -150, 400,   50, 70.01
200,  -50, 400,   50, 70.01
200,   50, 400,   50, 70.01
200,  150, 400,   50, 70.01
200,  250, 400,   50, 70.01
200,  350, 400,   50, 70.01
200,  450, 400,   50, 70.01
300, -450, 400,   50, 70.01
300, -350, 400,   50, 70.01
300, -250, 400,   50, 70.01
300, -150, 400,   50, 70.01
300,  -50, 400,   50, 70.01
300,   50, 400,   50, 70.01
300,  150, 400,   50, 70.01
300,  250, 400,   50, 70.01
300,  350, 400,   50, 70.01
300,  450, 400,   50, 70.01
400, -450, 400,   50, 70.01
400, -350, 400,   50, 70.01
400, -250, 400,   50, 70.01
400, -150, 400,   50, 70.01
400,  -50, 400,   50, 70.01
400,   50, 400,   50, 70.01
400,  150, 400,   50, 70.01
400,  250, 400,   50, 70.01
400,  350, 400,   50, 70.01
400,  450, 400,   50, 70.01
500, -450, 400,   50, 70.01
500, -350, 400,   50, 70.01
500, -250, 400,   50, 70.01
500, -150, 400,   50, 70.01
500,  -50, 400,   50, 70.01
500,   50, 400,   50, 70.01
500,  150, 400,   50, 70.01
500,  250, 400,   50, 70.01
500,  350, 400,   50, 70.01
500,  450, 400,   50, 70.01
600, -450, 400,   50, 70.01
600, -350, 400,   50, 70.01
600, -250, 400,   50, 70.01
600, -150, 400,   50, 70.01
600,  -50, 400,   50, 70.01
600,   50, 400,   50, 70.01
600,  150, 400,   50, 70.01
600,  250, 400,   50, 70.01
600,  350, 400,   50, 70.01
600,  450, 400,   50, 70.01
200, -450, 400,  150, 70.01
200, -350, 400,  150, 70.01
200, -250, 400,  150, 70.01
200, -150, 400,  150, 70.01
200,  -50, 400,  150, 70.01
200,   50, 400,  150, 70.01
200,  150, 400,  150, 70.01
200,  250, 400,  150, 70.01
200,  350, 400,  150, 70.01
200,  450, 400,  150, 70.01
300, -450, 400,  150, 70.01
300, -350, 400,  150, 70.01
300, -250, 400,  150, 70.01
300, -150, 400,  150, 70.01
300,  -50, 400,  150, 70.01
300,   50, 400,  150, 70.01
300,  150, 400,  150, 70.01
300,  250, 400,  150, 70.01
300,  350, 400,  150, 70.01
300,  450, 400,  150, 70.01
400, -450, 400,  150, 70.01
400, -350, 400,  150, 70.01
400, -250, 400,  150, 70.01
400, -150, 400,  150, 70.01
400,  -50, 400,  150, 70.01
400,   50, 400,  150, 70.01
400,  150, 400,  150, 70.01
400,  250, 400,  150, 70.01
400,  350, 400,  150, 70.01
400,  450, 400,  150, 70.01
500, -450, 400,  150, 70.01
500, -350, 400,  150, 70.01
500, -250, 400,  150, 70.01
500, -150, 400,  150, 70.01
500,  -50, 400,  150, 70.01
500,   50, 400,  150, 70.01
500,  150, 400,  150, 70.01
500,  250, 400,  150, 70.01
500,  350, 400,  150, 70.01
500,  450, 400,  150, 70.01
600, -450, 400,  150, 70.01
600, -350, 400,  150, 70.01
600, -250, 400,  150, 70.01
600, -150, 400,  150, 70.01
600,  -50, 400,  150, 70.01
600,   50, 400,  150, 70.01
600,  150, 400,  150, 70.01
600,  250, 400,  150, 70.01
600,  350, 400,  150, 70.01
600,  450, 400,  150, 70.01
200, -450, 400,  250, 70.01
200, -350, 400,  250, 70.01
200, -250, 400,  250, 70.01
200, -150, 400,  250, 70.01
200,  -50, 400,  250, 70.01
200,   50, 400,  250, 70.01
200,  150, 400,  250, 70.01
200,  250, 400,  250, 70.01
200,  350, 400,  250, 70.01
200,  450, 400,  250, 70.01
300, -450, 400,  250, 70.01
300, -350, 400,  250, 70.01
300, -250, 400,  250, 70.01
300, -150, 400,  250, 70.01
300,  -50, 400,  250, 70.01
300,   50, 400,  250, 70.01
300,  150, 400,  250, 70.01
300,  250, 400,  250, 70.01
300,  350, 400,  250, 70.01
300,  450, 400,  250, 70.01
400, -450, 400,  250, 70.01
400, -350, 400,  250, 70.01
400, -250, 400,  250, 70.01
400, -150, 400,  250, 70.01
400,  -50, 400,  250, 70.01
400,   50, 400,  250, 70.01
400,  150, 400,  250, 70.01
400,  250, 400,  250, 70.01
400,  350, 400,  250, 70.01
400,  450, 400,  250, 70.01
500, -450, 400,  250, 70.01
500, -350, 400,  250, 70.01
500, -250, 400,  250, 70.01
500, -150, 400,  250, 70.01
500,  -50, 400,  250, 70.01
500,   50, 400,  250, 70.01
500,  150, 400,  250, 70.01
500,  250, 400,  250, 70.01
500,  350, 400,  250, 70.01
500,  450, 400,  250, 70.01
600, -450, 400,  250, 70.01
600, -350, 400,  250, 70.01
600, -250, 400,  250, 70.01
600, -150, 400,  250, 70.01
600,  -50, 400,  250, 70.01
600,   50, 400,  250, 70.01
600,  150, 400,  250, 70.01
600,  250, 400,  250, 70.01
600,  350, 400,  250, 70.01
600,  450, 400,  250, 70.01
200, -450, 400,  350, 70.01
200, -350, 400,  350, 70.01
200, -250, 400,  350, 70.01
200, -150, 400,  350, 70.01
200,  -50, 400,  350, 70.01
200,   50, 400,  350, 70.01
200,  150, 400,  350, 70.01
200,  250, 400,  350, 70.01
200,  350, 400,  350, 70.01
200,  450, 400,  350, 70.01
300, -450, 400,  350, 70.01
300, -350, 400,  350, 70.01
300, -250, 400,  350, 70.01
300, -150, 400,  350, 70.01
300,  -50, 400,  350, 70.01
300,   50, 400,  350, 70.01
300,  150, 400,  350, 70.01
300,  250, 400,  350, 70.01
300,  350, 400,  350, 70.01
300,  450, 400,  350, 70.01
400, -450, 400,  350, 70.01
400, -350, 400,  350, 70.01
400, -250, 400,  350, 70.01
400, -150, 400,  350, 70.01
400,  -50, 400,  350, 70.01
400,   50, 400,  350, 70.01
400,  150, 400,  350, 70.01
400,  250, 400,  350, 70.01
400,  350, 400,  350, 70.01
400,  450, 400,  350, 70.01
500, -450, 400,  350, 70.01
500, -350, 400,  350, 70.01
500, -250, 400,  350, 70.01
500, -150, 400,  350, 70.01
500,  -50, 400,  350, 70.01
500,   50, 400,  350, 70.01
500,  150, 400,  350, 70.01
500,  250, 400,  350, 70.01
500,  350, 400,  350, 70.01
500,  450, 400,  350, 70.01
600, -450, 400,  350, 70.01
600, -350, 400,  350, 70.01
600, -250, 400,  350, 70.01
600, -150, 400,  350, 70.01
600,  -50, 400,  350, 70.01
600,   50, 400,  350, 70.01
600,  150, 400,  350, 70.01
600,  250, 400,  350, 70.01
600,  350, 400,  350, 70.01
600,  450, 400,  350, 70.01
200, -450, 400,  450, 70.01
200, -350, 400,  450, 70.01
200, -250, 400,  450, 70.01
200, -150, 400,  450, 70.01
200,  -50, 400,  450, 70.01
200,   50, 400,  450, 70.01
200,  150, 400,  450, 70.01
200,  250, 400,  450, 70.01
200,  350, 400,  450, 70.01
200,  450, 400,  450, 70.01
300, -450, 400,  450, 70.01
300, -350, 400,  450, 70.01
300, -250, 400,  450, 70.01
300, -150, 400,  450, 70.01
300,  -50, 400,  450, 70.01
300,   50, 400,  450, 70.01
300,  150, 400,  450, 70.01
300,  250, 400,  450, 70.01
300,  350, 400,  450, 70.01
300,  450, 400,  450, 70.01
400, -450, 400,  450, 70.01
400, -350, 400,  450, 70.01
400, -250, 400,  450, 70.01
400, -150, 400,  450, 70.01
400,  -50, 400,  450, 70.01
400,   50, 400,  450, 70.01
400,  150, 400,  450, 70.01
400,  250, 400,  450, 70.01
400,  350, 400,  450, 70.01
400,  450, 400,  450, 70.01
500, -450, 400,  450, 70.01
500, -350, 400,  450, 70.01
500, -250, 400,  450, 70.01
500, -150, 400,  450, 70.01
500,  -50, 400,  450, 70.01
500,   50, 400,  450, 70.01
500,  150, 400,  450, 70.01
500,  250, 400,  450, 70.01
500,  350, 400,  450, 70.01
500,  450, 400,  450, 70.01
600, -450, 400,  450, 70.01
600, -350, 400,  450, 70.01
600, -250, 400,  450, 70.01
600, -150, 400,  450, 70.01
600,  -50, 400,  450, 70.01
600,   50, 400,  450, 70.01
600,  150, 400,  450, 70.01
600,  250, 400,  450, 70.01
600,  350, 400,  450, 70.01
600,  450, 400,  450, 70.01
200, -450, 500, -450, 70.01
200, -350, 500, -450, 70.01
200, -250, 500, -450, 70.01
200, -150, 500, -450, 70.01
200,  -50, 500, -450, 70.01
200,   50, 500, -450, 70.01
200,  150, 500, -450, 70.01
200,  250, 500, -450, 70.01
200,  350, 500, -450, 70.01
200,  450, 500, -450, 70.01
300, -450, 500, -450, 70.01
300, -350, 500, -450, 70.01
300, -250, 500, -450, 70.01
300, -150, 500, -450, 70.01
300,  -50, 500, -450, 70.01
300,   50, 500, -450, 70.01
300,  150, 500, -450, 70.01
300,  250, 500, -450, 70.01
300,  350, 500, -450, 70.01
300,  450, 500, -450, 70.01
400, -450, 500, -450, 70.01
400, -350, 500, -450, 70.01
400, -250, 500, -450, 70.01
400, -150, 500, -450, 70.01
400,  -50, 500, -450, 70.01
400,   50, 500, -450, 70.01
400,  150, 500, -450, 70.01
400,  250, 500, -450, 70.01
400,  350, 500, -450, 70.01
400,  450, 500, -450, 70.01
500, -450, 500, -450, 70.01
500, -350, 500, -450, 70.01
500, -250, 500, -450, 70.01
500, -150, 500, -450, 70.01
500,  -50, 500, -450, 70.01
500,   50, 500, -450, 70.01
500,  150, 500, -450, 70.01
500,  250, 500, -450, 70.01
500,  350, 500, -450, 70.01
500,  450, 500, -450, 70.01
600, -450, 500, -450, 70.01
600, -350, 500, -450, 70.01
600, -250, 500, -450, 70.01
600, -150, 500, -450, 70.01
600,  -50, 500, -450, 70.01
600,   50, 500, -450, 70.01
600,  150, 500, -450, 70.01
600,  250, 500, -450, 70.01
600,  350, 500, -450, 70.01
600,  450, 500, -450, 70.01
200, -450, 500, -350, 70.01
200, -350, 500, -350, 70.01
200, -250, 500, -350, 70.01
200, -150, 500, -350, 70.01
200,  -50, 500, -350, 70.01
200,   50, 500, -350, 70.01
200,  150, 500, -350, 70.01
200,  250, 500, -350, 70.01
200,  350, 500, -350, 70.01
200,  450, 500, -350, 70.01
300, -450, 500, -350, 70.01
300, -350, 500, -350, 70.01
300, -250, 500, -350, 70.01
300, -150, 500, -350, 70.01
300,  -50, 500, -350, 70.01
300,   50, 500, -350, 70.01
300,  150, 500, -350, 70.01
300,  250, 500, -350, 70.01
300,  350, 500, -350, 70.01
300,  450, 500, -350, 70.01
400, -450, 500, -350, 70.01
400, -350, 500, -350, 70.01
400, -250, 500, -350, 70.01
400, -150, 500, -350, 70.01
400,  -50, 500, -350, 70.01
400,   50, 500, -350, 70.01
400,  150, 500, -350, 70.01
400,  250, 500, -350, 70.01
400,  350, 500, -350, 70.01
400,  450, 500, -350, 70.01
500, -450, 500, -350, 70.01
500, -350, 500, -350, 70.01
500, -250, 500, -350, 70.01
500, -150, 500, -350, 70.01
500,  -50, 500, -350, 70.01
500,   50, 500, -350, 70.01
500,  150, 500, -350, 70.01
500,  250, 500, -350, 70.01
500,  350, 500, -350, 70.01
500,  450, 500, -350, 70.01
600, -450, 500, -350, 70.01
600, -350, 500, -350, 70.01
600, -250, 500, -350, 70.01
600, -150, 500, -350, 70.01
600,  -50, 500, -350, 70.01
600,   50, 500, -350, 70.01
600,  150, 500, -350, 70.01
600,  250, 500, -350, 70.01
600,  350, 500, -350, 70.01
600,  450, 500, -350, 70.01
200, -450, 500, -250, 70.01
200, -350, 500, -250, 70.01
200, -250, 500, -250, 70.01
200, -150, 500, -250, 70.01
200,  -50, 500, -250, 70.01
200,   50, 500, -250, 70.01
200,  150, 500, -250, 70.01
200,  250, 500, -250, 70.01
200,  350, 500, -250, 70.01
200,  450, 500, -250, 70.01
300, -450, 500, -250, 70.01
300, -350, 500, -250, 70.01
300, -250, 500, -250, 70.01
300, -150, 500, -250, 70.01
300,  -50, 500, -250, 70.01
300,   50, 500, -250, 70.01
300,  150, 500, -250, 70.01
300,  250, 500, -250, 70.01
300,  350, 500, -250, 70.01
300,  450, 500, -250, 70.01
400, -450, 500, -250, 70.01
400, -350, 500, -250, 70.01
400, -250, 500, -250, 70.01
400, -150, 500, -250, 70.01
400,  -50, 500, -250, 70.01
400,   50, 500, -250, 70.01
400,  150, 500, -250, 70.01
400,  250, 500, -250, 70.01
400,  350, 500, -250, 70.01
400,  450, 500, -250, 70.01
500, -450, 500, -250, 70.01
500, -350, 500, -250, 70.01
500, -250, 500, -250, 70.01
500, -150, 500, -250, 70.01
500,  -50, 500, -250, 70.01
500,   50, 500, -250, 70.01
500,  150, 500, -250, 70.01
500,  250, 500, -250, 70.01
500,  350, 500, -250, 70.01
500,  450, 500, -250, 70.01
600, -450, 500, -250, 70.01
600, -350, 500, -250, 70.01
600, -250, 500, -250, 70.01
600, -150, 500, -250, 70.01
600,  -50, 500, -250, 70.01
600,   50, 500, -250, 70.01
600,  150, 500, -250, 70.01
600,  250, 500, -250, 70.01
600,  350, 500, -250, 70.01
600,  450, 500, -250, 70.01
200, -450, 500, -150, 70.01
200, -350, 500, -150, 70.01
200, -250, 500, -150, 70.01
200, -150, 500, -150, 70.01
200,  -50, 500, -150, 70.01
200,   50, 500, -150, 70.01
200,  150, 500, -150, 70.01
200,  250, 500, -150, 70.01
200,  350, 500, -150, 70.01
200,  450, 500, -150, 70.01
300, -450, 500, -150, 70.01
300, -350, 500, -150, 70.01
300, -250, 500, -150, 70.01
300, -150, 500, -150, 70.01
300,  -50, 500, -150, 70.01
300,   50, 500, -150, 70.01
300,  150, 500, -150, 70.01
300,  250, 500, -150, 70.01
300,  350, 500, -150, 70.01
300,  450, 500, -150, 70.01
400, -450, 500, -150, 70.01
400, -350, 500, -150, 70.01
400, -250, 500, -150, 70.01
400, -150, 500, -150, 70.01
400,  -50, 500, -150, 70.01
400,   50, 500, -150, 70.01
400,  150, 500, -150, 70.01
400,  250, 500, -150, 70.01
400,  350, 500, -150, 70.01
400,  450, 500, -150, 70.01
500, -450, 500, -150, 70.01
500, -350, 500, -150, 70.01
500, -250, 500, -150, 70.01
500, -150, 500, -150, 70.01
500,  -50, 500, -150, 70.01
500,   50, 500, -150, 70.01
500,  150, 500, -150, 70.01
500,  250, 500, -150, 70.01
500,  350, 500, -150, 70.01
500,  450, 500, -150, 70.01
600, -450, 500, -150, 70.01
600, -350, 500, -150, 70.01
600, -250, 500, -150, 70.01
600, -150, 500, -150, 70.01
600,  -50, 500, -150, 70.01
600,   50, 500, -150, 70.01
600,  150, 500, -150, 70.01
600,  250, 500, -150, 70.01
600,  350, 500, -150, 70.01
600,  450, 500, -150, 70.01
200, -450, 500,  -50, 70.01
200, -350, 500,  -50, 70.01
200, -250, 500,  -50, 70.01
200, -150, 500,  -50, 70.01
200,  -50, 500,  -50, 70.01
200,   50, 500,  -50, 70.01
200,  150, 500,  -50, 70.01
200,  250, 500,  -50, 70.01
200,  350, 500,  -50, 70.01
200,  450, 500,  -50, 70.01
300, -450, 500,  -50, 70.01
300, -350, 500,  -50, 70.01
300, -250, 500,  -50, 70.01
300, -150, 500,  -50, 70.01
300,  -50, 500,  -50, 70.01
300,   50, 500,  -50, 70.01
300,  150, 500,  -50, 70.01
300,  250, 500,  -50, 70.01
300,  350, 500,  -50, 70.01
300,  450, 500,  -50, 70.01
400, -450, 500,  -50, 70.01
400, -350, 500,  -50, 70.01
400, -250, 500,  -50, 70.01
400, -150, 500,  -50, 70.01
400,  -50, 500,  -50, 70.01
400,   50, 500,  -50, 70.01
400,  150, 500,  -50, 70.01
400,  250, 500,  -50, 70.01
400,  350, 500,  -50, 70.01
400,  450, 500,  -50, 70.01
500, -450, 500,  -50, 70.01
500, -350, 500,  -50, 70.01
500, -250, 500,  -50, 70.01
500, -150, 500,  -50, 70.01
500,  -50, 500,  -50, 70.01
500,   50, 500,  -50, 70.01
500,  150, 500,  -50, 70.01
500,  250, 500,  -50, 70.01
500,  350, 500,  -50, 70.01
500,  450, 500,  -50, 70.01
600, -450, 500,  -50, 70.01
600, -350, 500,  -50, 70.01
600, -250, 500,  -50, 70.01
600, -150, 500,  -50, 70.01
600,  -50, 500,  -50, 70.01
600,   50, 500,  -50, 70.01
600,  150, 500,  -50, 70.01
600,  250, 500,  -50, 70.01
600,  350, 500,  -50, 70.01
600,  450, 500,  -50, 70.01
200, -450, 500,   50, 70.01
200, -350, 500,   50, 70.01
200, -250, 500,   50, 70.01
200, -150, 500,   50, 70.01
200,  -50, 500,   50, 70.01
200,   50, 500,   50, 70.01
200,  150, 500,   50, 70.01
200,  250, 500,   50, 70.01
200,  350, 500,   50, 70.01
200,  450, 500,   50, 70.01
300, -450, 500,   50, 70.01
300, -350, 500,   50, 70.01
300, -250, 500,   50, 70.01
300, -150, 500,   50, 70.01
300,  -50, 500,   50, 70.01
300,   50, 500,   50, 70.01
300,  150, 500,   50, 70.01
300,  250, 500,   50, 70.01
300,  350, 500,   50, 70.01
300,  450, 500,   50, 70.01
400, -450, 500,   50, 70.01
400, -350, 500,   50, 70.01
400, -250, 500,   50, 70.01
400, -150, 500,   50, 70.01
400,  -50, 500,   50, 70.01
400,   50, 500,   50, 70.01
400,  150, 500,   50, 70.01
400,  250, 500,   50, 70.01
400,  350, 500,   50, 70.01
400,  450, 500,   50, 70.01
500, -450, 500,   50, 70.01
500, -350, 500,   50, 70.01
500, -250, 500,   50, 70.01
500, -150, 500,   50, 70.01
500,  -50, 500,   50, 70.01
500,   50, 500,   50, 70.01
500,  150, 500,   50, 70.01
500,  250, 500,   50, 70.01
500,  350, 500,   50, 70.01
500,  450, 500,   50, 70.01
600, -450, 500,   50, 70.01
600, -350, 500,   50, 70.01
600, -250, 500,   50, 70.01
600, -150, 500,   50, 70.01
600,  -50, 500,   50, 70.01
600,   50, 500,   50, 70.01
600,  150, 500,   50, 70.01
600,  250, 500,   50, 70.01
600,  350, 500,   50, 70.01
600,  450, 500,   50, 70.01
200, -450, 500,  150, 70.01
200, -350, 500,  150, 70.01
200, -250, 500,  150, 70.01
200, -150, 500,  150, 70.01
200,  -50, 500,  150, 70.01
200,   50, 500,  150, 70.01
200,  150, 500,  150, 70.01
200,  250, 500,  150, 70.01
200,  350, 500,  150, 70.01
200,  450, 500,  150, 70.01
300, -450, 500,  150, 70.01
300, -350, 500,  150, 70.01
300, -250, 500,  150, 70.01
300, -150, 500,  150, 70.01
300,  -50, 500,  150, 70.01
300,   50, 500,  150, 70.01
300,  150, 500,  150, 70.01
300,  250, 500,  150, 70.01
300,  350, 500,  150, 70.01
300,  450, 500,  150, 70.01
400, -450, 500,  150, 70.01
400, -350, 500,  150, 70.01
400, -250, 500,  150, 70.01
400, -150, 500,  150, 70.01
400,  -50, 500,  150, 70.01
400,   50, 500,  150, 70.01
400,  150, 500,  150, 70.01
400,  250, 500,  150, 70.01
400,  350, 500,  150, 70.01
400,  450, 500,  150, 70.01
500, -450, 500,  150, 70.01
500, -350, 500,  150, 70.01
500, -250, 500,  150, 70.01
500, -150, 500,  150, 70.01
500,  -50, 500,  150, 70.01
500,   50, 500,  150, 70.01
500,  150, 500,  150, 70.01
500,  250, 500,  150, 70.01
500,  350, 500,  150, 70.01
500,  450, 500,  150, 70.01
600, -450, 500,  150, 70.01
600, -350, 500,  150, 70.01
600, -250, 500,  150, 70.01
600, -150, 500,  150, 70.01
600,  -50, 500,  150, 70.01
600,   50, 500,  150, 70.01
600,  150, 500,  150, 70.01
600,  250, 500,  150, 70.01
600,  350, 500,  150, 70.01
600,  450, 500,  150, 70.01
200, -450, 500,  250, 70.01
200, -350, 500,  250, 70.01
200, -250, 500,  250, 70.01
200, -150, 500,  250, 70.01
200,  -50, 500,  250, 70.01
200,   50, 500,  250, 70.01
200,  150, 500,  250, 70.01
200,  250, 500,  250, 70.01
200,  350, 500,  250, 70.01
200,  450, 500,  250, 70.01
300, -450, 500,  250, 70.01
300, -350, 500,  250, 70.01
300, -250, 500,  250, 70.01
300, -150, 500,  250, 70.01
300,  -50, 500,  250, 70.01
300,   50, 500,  250, 70.01
300,  150, 500,  250, 70.01
300,  250, 500,  250, 70.01
300,  350, 500,  250, 70.01
300,  450, 500,  250, 70.01
400, -450, 500,  250, 70.01
400, -350, 500,  250, 70.01
400, -250, 500,  250, 70.01
400, -150, 500,  250, 70.01
