Xl,Yl,Xr,Yr,Al,Ar,A,C,Ok,Distancia(mm)
200,450,600,350,1,0,0,1,0,29.7198
200,450,600,450,1,0,0,1,0,29.7198
300,-450,200,-450,0,1,0,1,0,29.8201
300,-450,200,-350,0,1,0,1,0,30.0612
300,-450,200,-250,0,1,0,1,0,29.7488
300,-450,200,-150,0,1,0,1,0,29.9904
300,-450,200,-50,0,1,0,1,0,29.7447
300,-450,200,50,0,1,0,1,0,30.0055
300,-450,200,150,0,1,0,1,0,21.4472
300,-450,200,250,0,1,0,1,0,29.7132
300,-450,200,350,0,1,0,0,0,3.65735
300,-450,200,450,0,1,0,0,0,4.50E-05
300,-450,300,-450,0,1,0,1,0,29.863
300,-450,300,-350,0,1,0,1,0,29.9891
300,-450,300,-250,0,1,0,1,0,29.6838
300,-450,300,-150,0,1,0,1,0,29.7628
300,-450,300,-50,0,1,0,1,0,29.7099
300,-450,300,50,0,1,0,1,0,29.8448
300,-450,300,150,0,1,0,1,0,29.2269
300,-450,300,250,0,1,0,1,0,29.7675
300,-450,300,350,0,1,0,1,0,29.7569
300,-450,300,450,0,0,0,1,0,29.7569
300,-450,400,-450,0,1,0,1,0,29.7333
300,-450,400,-350,0,1,0,1,0,29.7683
300,-450,400,-250,0,1,0,1,0,29.7619
300,-450,400,-150,0,1,0,1,0,29.6998
300,-450,400,-50,0,1,0,1,0,29.6834
300,-450,400,50,0,1,0,1,0,29.858
300,-450,400,150,0,1,0,1,0,29.0636
300,-450,400,250,0,1,0,1,0,29.7241
300,-450,400,350,0,1,0,1,0,29.8905
300,-450,400,450,0,0,0,1,0,29.8905
300,-450,500,-450,0,1,0,1,0,29.6944
300,-450,500,-350,0,1,0,1,0,29.7689
300,-450,500,-250,0,1,0,1,0,29.71
300,-450,500,-150,0,1,0,1,0,29.717
300,-450,500,-50,0,1,0,1,0,29.7115
300,-450,500,50,0,1,0,1,0,29.7825
300,-450,500,150,0,1,0,1,0,28.7584
300,-450,500,250,0,1,0,1,0,29.7569
300,-450,500,350,0,0,0,1,0,29.7569
300,-450,500,450,0,0,0,1,0,29.7569
300,-450,600,-450,0,0,0,1,0,29.7569
300,-450,600,-350,0,1,0,1,0,29.6926
300,-450,600,-250,0,1,0,1,0,29.7247
300,-450,600,-150,0,1,0,1,0,29.6714
300,-450,600,-50,0,1,0,1,0,30.0435
300,-450,600,50,0,1,0,1,0,29.0819
300,-450,600,150,0,1,0,1,0,29.7198
300,-450,600,250,0,0,0,1,0,29.7198
300,-450,600,350,0,0,0,1,0,29.7198
300,-450,600,450,0,0,0,1,0,29.7198
300,-350,200,-450,1,1,1,1,1,30.1125
300,-350,200,-350,1,1,1,0,0,16.8734
300,-350,200,-250,1,1,1,0,0,30.0596
300,-350,200,-150,1,1,1,0,0,6.19685
300,-350,200,-50,1,1,1,0,0,2.23831
300,-350,200,50,1,1,1,0,0,7.14156
300,-350,200,150,1,1,1,0,0,18.3389
300,-350,200,250,1,1,1,0,0,3.17688
300,-350,200,350,1,1,1,0,0,15.0712
300,-350,200,450,1,1,1,0,0,18.1434
300,-350,300,-450,1,1,1,0,0,8.10789
300,-350,300,-350,1,1,1,0,0,4.60E-05
300,-350,300,-250,1,1,1,0,0,0.848977
300,-350,300,-150,1,1,1,0,0,5.81408
300,-350,300,-50,1,1,1,0,0,0.582301
300,-350,300,50,1,1,1,0,0,0.915497
300,-350,300,150,1,1,1,0,0,1.58721
300,-350,300,250,1,1,1,0,0,21.1571
300,-350,300,350,1,1,1,0,0,14.883
300,-350,300,450,1,0,0,0,0,14.883
300,-350,400,-450,1,1,1,1,1,12.6259
300,-350,400,-350,1,1,1,0,0,7.29609
300,-350,400,-250,1,1,1,0,0,4.28412
300,-350,400,-150,1,1,1,0,0,9.7831
300,-350,400,-50,1,1,1,0,0,8.39769
300,-350,400,50,1,1,1,0,0,3.40453
300,-350,400,150,1,1,1,0,0,5.39269
300,-350,400,250,1,1,1,0,0,7.70E+00
300,-350,400,350,1,1,1,0,0,1.66332
300,-350,400,450,1,0,0,0,0,1.66332
300,-350,500,-450,1,1,1,0,0,3.52273
300,-350,500,-350,1,1,1,0,0,10.8144
300,-350,500,-250,1,1,1,0,0,15.2904
300,-350,500,-150,1,1,1,0,0,8.13583
300,-350,500,-50,1,1,1,0,0,22.48
300,-350,500,50,1,1,1,0,0,11.279
300,-350,500,150,1,1,1,0,0,14.5325
300,-350,500,250,1,1,1,0,0,4.86168
300,-350,500,350,1,0,0,0,0,4.86168
300,-350,500,450,1,0,0,0,0,4.86168
300,-350,600,-450,1,0,0,0,0,4.86168
300,-350,600,-350,1,1,1,0,0,17.0353
300,-350,600,-250,1,1,1,0,0,18.0903
300,-350,600,-150,1,1,1,0,0,25.6797
300,-350,600,-50,1,1,1,0,0,21.6091
300,-350,600,50,1,1,1,0,0,7.64389
300,-350,600,150,1,1,1,0,0,18.1003
300,-350,600,250,1,0,0,0,0,18.1003
300,-350,600,350,1,0,0,0,0,18.1003
300,-350,600,450,1,0,0,0,0,18.1003
300,-250,200,-450,1,1,1,1,1,30.1156
300,-250,200,-350,1,1,1,1,1,30.3319
300,-250,200,-250,1,1,1,1,1,12.3901
300,-250,200,-150,1,1,1,0,0,30.0999
300,-250,200,-50,1,1,1,0,0,8.93816
300,-250,200,50,1,1,1,0,0,0.323522
300,-250,200,150,1,1,1,0,0,5.76437
300,-250,200,250,1,1,1,0,0,12.1558
300,-250,200,350,1,1,1,0,0,16.7246
300,-250,200,450,1,1,1,0,0,1.6434
300,-250,300,-450,1,1,1,1,1,30.1555
300,-250,300,-350,1,1,1,0,0,6.44819
300,-250,300,-250,1,1,1,0,0,0
300,-250,300,-150,1,1,1,0,0,3.24658
300,-250,300,-50,1,1,1,0,0,10.4525
300,-250,300,50,1,1,1,0,0,2.45101
300,-250,300,150,1,1,1,0,0,0.292766
300,-250,300,250,1,1,1,0,0,5.72773
300,-250,300,350,1,1,1,0,0,20.9693
300,-250,300,450,1,0,0,0,0,20.9693
300,-250,400,-450,1,1,1,1,1,30.0367
300,-250,400,-350,1,1,1,1,1,19.3884
300,-250,400,-250,1,1,1,0,0,1.87007
300,-250,400,-150,1,1,1,0,0,2.22228
300,-250,400,-50,1,1,1,0,0,1.21303
300,-250,400,50,1,1,1,0,0,2.39888
300,-250,400,150,1,1,1,0,0,1.24227
300,-250,400,250,1,1,1,0,0,1.52511
300,-250,400,350,1,1,1,0,0,6.13E+00
300,-250,400,450,1,0,0,0,0,6.12675
300,-250,500,-450,1,1,1,1,1,30.0029
300,-250,500,-350,1,1,1,1,1,30.0338
300,-250,500,-250,1,1,1,1,1,22.4683
300,-250,500,-150,1,1,1,0,0,11.4775
300,-250,500,-50,1,1,1,0,0,3.58968
300,-250,500,50,1,1,1,0,0,6.91874
300,-250,500,150,1,1,1,0,0,9.27327
300,-250,500,250,1,1,1,0,0,8.82481
300,-250,500,350,1,0,0,0,0,8.82481
300,-250,500,450,1,0,0,0,0,8.82481
300,-250,600,-450,1,0,0,0,0,8.82481
300,-250,600,-350,1,1,1,0,0,15.6059
300,-250,600,-250,1,1,1,0,0,14.2687
300,-250,600,-150,1,1,1,0,0,1.2524
300,-250,600,-50,1,1,1,0,0,2.91597
300,-250,600,50,1,1,1,0,0,2.14402
300,-250,600,150,1,1,1,0,0,5.68114
300,-250,600,250,1,0,0,0,0,5.68114
300,-250,600,350,1,0,0,0,0,5.68114
300,-250,600,450,1,0,0,0,0,5.68114
300,-150,200,-450,1,1,1,1,1,29.2393
300,-150,200,-350,1,1,1,1,1,29.2558
300,-150,200,-250,1,1,1,1,1,29.3528
300,-150,200,-150,1,1,1,0,0,6.59149
300,-150,200,-50,1,1,1,0,0,20.0205
300,-150,200,50,1,1,1,0,0,0.749931
300,-150,200,150,1,1,1,0,0,2.03521
300,-150,200,250,1,1,1,0,0,3.23572
300,-150,200,350,1,1,1,0,0,9.43586
300,-150,200,450,1,1,1,0,0,6.26727
300,-150,300,-450,1,1,1,1,1,29.2004
300,-150,300,-350,1,1,1,1,1,29.1728
300,-150,300,-250,1,1,1,1,1,27.8047
300,-150,300,-150,1,1,1,0,0,6.10E-05
300,-150,300,-50,1,1,1,0,0,3.50764
300,-150,300,50,1,1,1,0,0,10.4002
300,-150,300,150,1,1,1,0,0,3.0595
300,-150,300,250,1,1,1,0,0,6.43227
300,-150,300,350,1,1,1,0,0,1.06345
300,-150,300,450,1,0,0,0,0,1.06345
300,-150,400,-450,1,1,1,1,1,29.2615
300,-150,400,-350,1,1,1,1,1,29.2517
300,-150,400,-250,1,1,1,1,1,29.1931
300,-150,400,-150,1,1,1,0,0,1.49046
300,-150,400,-50,1,1,1,0,0,0.411428
300,-150,400,50,1,1,1,0,0,3.2166
300,-150,400,150,1,1,1,0,0,1.91899
300,-150,400,250,1,1,1,0,0,1.69178
300,-150,400,350,1,1,1,0,0,7.94806
300,-150,400,450,1,0,0,0,0,7.95E+00
300,-150,500,-450,1,1,1,1,1,29.2665
300,-150,500,-350,1,1,1,1,1,29.2258
300,-150,500,-250,1,1,1,1,1,29.1865
300,-150,500,-150,1,1,1,1,1,29.2689
300,-150,500,-50,1,1,1,1,1,22.884
300,-150,500,50,1,1,1,0,0,4.39495
300,-150,500,150,1,1,1,0,0,6.78762
300,-150,500,250,1,1,1,0,0,8.14438
300,-150,500,350,1,0,0,0,0,8.14438
300,-150,500,450,1,0,0,0,0,8.14438
300,-150,600,-450,1,0,0,0,0,8.14438
300,-150,600,-350,1,1,1,1,1,29.2021
300,-150,600,-250,1,1,1,1,1,29.1763
300,-150,600,-150,1,1,1,1,1,29.1875
300,-150,600,-50,1,1,1,0,0,8.31647
300,-150,600,50,1,1,1,0,0,2.00639
300,-150,600,150,1,1,1,0,0,12.7919
300,-150,600,250,1,0,0,0,0,12.7919
300,-150,600,350,1,0,0,0,0,12.7919
300,-150,600,450,1,0,0,0,0,12.7919
300,-50,200,-450,1,1,1,1,1,29.7673
300,-50,200,-350,1,1,1,1,1,30.0386
300,-50,200,-250,1,1,1,1,1,29.7436
300,-50,200,-150,1,1,1,1,1,30.0387
300,-50,200,-50,1,1,1,0,0,10.3549
300,-50,200,50,1,1,1,0,0,1.91653
300,-50,200,150,1,1,1,0,0,3.2494
300,-50,200,250,1,1,1,0,0,1.27399
300,-50,200,350,1,1,1,0,0,1.10248
300,-50,200,450,1,1,1,0,0,21.4969
300,-50,300,-450,1,1,1,1,1,29.7876
300,-50,300,-350,1,1,1,1,1,29.8994
300,-50,300,-250,1,1,1,1,1,29.7759
300,-50,300,-150,1,1,1,1,1,19.9597
300,-50,300,-50,1,1,1,0,0,0
300,-50,300,50,1,1,1,0,0,1.62865
300,-50,300,150,1,1,1,0,0,2.41218
300,-50,300,250,1,1,1,0,0,6.03657
300,-50,300,350,1,1,1,0,0,2.78688
300,-50,300,450,1,0,0,0,0,2.78688
300,-50,400,-450,1,1,1,1,1,29.7407
300,-50,400,-350,1,1,1,1,1,29.7487
300,-50,400,-250,1,1,1,1,1,29.7789
300,-50,400,-150,1,1,1,1,1,29.7395
300,-50,400,-50,1,1,1,0,0,4.36488
300,-50,400,50,1,1,1,0,0,4.8719
300,-50,400,150,1,1,1,0,0,2.51063
300,-50,400,250,1,1,1,0,0,3.36224
300,-50,400,350,1,1,1,0,0,3.38757
300,-50,400,450,1,0,0,0,0,3.38757
300,-50,500,-450,1,1,1,1,1,2.97E+01
300,-50,500,-350,1,1,1,1,1,29.769
300,-50,500,-250,1,1,1,1,1,29.797
300,-50,500,-150,1,1,1,1,1,29.739
300,-50,500,-50,1,1,1,1,1,29.7396
300,-50,500,50,1,1,1,1,1,29.7532
300,-50,500,150,1,1,1,1,1,18.2514
300,-50,500,250,1,1,1,0,0,10.042
300,-50,500,350,1,0,0,0,0,10.042
300,-50,500,450,1,0,0,0,0,10.042
300,-50,600,-450,1,0,0,0,0,10.042
300,-50,600,-350,1,1,1,1,1,29.7836
300,-50,600,-250,1,1,1,1,1,29.8108
300,-50,600,-150,1,1,1,1,1,29.7437
300,-50,600,-50,1,1,1,1,1,30.1218
300,-50,600,50,1,1,1,1,1,28.9981
300,-50,600,150,1,1,1,0,0,6.93878
300,-50,600,250,1,0,0,0,0,6.93878
300,-50,600,350,1,0,0,0,0,6.93878
300,-50,600,450,1,0,0,0,0,6.93878
300,50,200,-450,1,1,1,1,1,30.1116
300,50,200,-350,1,1,1,1,1,30.3966
300,50,200,-250,1,1,1,1,1,30.0597
300,50,200,-150,1,1,1,1,1,30.1684
300,50,200,-50,1,1,1,1,1,30.0444
300,50,200,50,1,1,1,0,0,9.56923
300,50,200,150,1,1,1,0,0,4.02182
300,50,200,250,1,1,1,0,0,2.98336
300,50,200,350,1,1,1,0,0,2.73238
300,50,200,450,1,1,1,0,0,6.09135
300,50,300,-450,1,1,1,1,1,30.1449
300,50,300,-350,1,1,1,1,1,30.2473
300,50,300,-250,1,1,1,1,1,30.0177
300,50,300,-150,1,1,1,1,1,30.1059
300,50,300,-50,1,1,1,1,1,18.2448
300,50,300,50,1,1,1,0,0,9.10E-05
300,50,300,150,1,1,1,0,0,3.50654
300,50,300,250,1,1,1,0,0,12.4673
300,50,300,350,1,1,1,0,0,4.14423
300,50,300,450,1,0,0,0,0,4.14423
300,50,400,-450,1,1,1,1,1,30.0493
300,50,400,-350,1,1,1,1,1,30.0734
300,50,400,-250,1,1,1,1,1,30.0846
300,50,400,-150,1,1,1,1,1,30.0289
300,50,400,-50,1,1,1,1,1,30.0208
300,50,400,50,1,1,1,0,0,0
300,50,400,150,1,1,1,0,0,18.3471
300,50,400,250,1,1,1,0,0,11.5865
300,50,400,350,1,1,1,0,0,4.96719
300,50,400,450,1,0,0,0,0,4.96719
300,50,500,-450,1,1,1,1,1,30.0261
300,50,500,-350,1,1,1,1,1,3.01E+01
300,50,500,-250,1,1,1,1,1,30.0251
300,50,500,-150,1,1,1,1,1,30.039
300,50,500,-50,1,1,1,1,1,30.0434
300,50,500,50,1,1,1,1,1,30.0836
300,50,500,150,1,1,1,1,1,29.087
300,50,500,250,1,1,1,1,1,24.4369
300,50,500,350,1,0,0,1,0,24.4369
300,50,500,450,1,0,0,1,0,24.4369
300,50,600,-450,1,0,0,1,0,24.4369
300,50,600,-350,1,1,1,1,1,30.0201
300,50,600,-250,1,1,1,1,1,30.0312
300,50,600,-150,1,1,1,1,1,30.0153
300,50,600,-50,1,1,1,1,1,30.2857
300,50,600,50,1,1,1,1,1,29.3362
300,50,600,150,1,1,1,1,1,30.0407
300,50,600,250,1,0,0,1,0,30.0407
300,50,600,350,1,0,0,1,0,30.0407
300,50,600,450,1,0,0,1,0,30.0407
300,150,200,-450,1,1,1,1,1,29.7368
300,150,200,-350,1,1,1,1,1,30.0235
300,150,200,-250,1,1,1,1,1,29.6934
300,150,200,-150,1,1,1,1,1,29.9911
300,150,200,-50,1,1,1,1,1,29.743
300,150,200,50,1,1,1,1,1,30.0055
300,150,200,150,1,1,1,0,0,3.79936
300,150,200,250,1,1,1,0,0,9.25319
300,150,200,350,1,1,1,0,0,2.09472
300,150,200,450,1,1,1,0,0,1.75893
300,150,300,-450,1,1,1,1,1,29.768
300,150,300,-350,1,1,1,1,1,29.8993
300,150,300,-250,1,1,1,1,1,29.6827
300,150,300,-150,1,1,1,1,1,29.7335
300,150,300,-50,1,1,1,1,1,29.7101
300,150,300,50,1,1,1,1,1,19.9412
300,150,300,150,1,1,1,0,0,0
300,150,300,250,1,1,1,0,0,3.2454
300,150,300,350,1,1,1,0,0,7.84333
300,150,300,450,1,0,0,0,0,7.84333
300,150,400,-450,1,1,1,1,1,29.6854
300,150,400,-350,1,1,1,1,1,29.7045
300,150,400,-250,1,1,1,1,1,29.7547
300,150,400,-150,1,1,1,1,1,29.6709
300,150,400,-50,1,1,1,1,1,29.6665
300,150,400,50,1,1,1,1,1,29.8627
300,150,400,150,1,1,1,0,0,5.43548
300,150,400,250,1,1,1,0,0,4.3614
300,150,400,350,1,1,1,0,0,2.85179
300,150,400,450,1,0,0,0,0,2.85179
300,150,500,-450,1,1,1,1,1,29.6692
300,150,500,-350,1,1,1,1,1,29.7394
300,150,500,-250,1,1,1,1,1,29.7102
300,150,500,-150,1,1,1,1,1,29.6777
300,150,500,-50,1,1,1,1,1,29.6809
300,150,500,50,1,1,1,1,1,29.713
300,150,500,150,1,1,1,1,1,28.7585
300,150,500,250,1,1,1,1,1,29.7016
300,150,500,350,1,0,0,1,0,29.7016
300,150,500,450,1,0,0,1,0,29.7016
300,150,600,-450,1,0,0,1,0,29.7016
300,150,600,-350,1,1,1,1,1,29.6926
300,150,600,-250,1,1,1,1,1,29.7242
300,150,600,-150,1,1,1,1,1,29.6669
300,150,600,-50,1,1,1,1,1,30.0413
300,150,600,50,1,1,1,1,1,29.0151
300,150,600,150,1,1,1,1,1,29.6789
300,150,600,250,1,0,0,1,0,29.6789
300,150,600,350,1,0,0,1,0,29.6789
300,150,600,450,1,0,0,1,0,29.6789
300,250,200,-450,1,1,1,1,1,29.7256
300,250,200,-350,1,1,1,1,1,30.0137
300,250,200,-250,1,1,1,1,1,29.6825
300,250,200,-150,1,1,1,1,1,30.0696
300,250,200,-50,1,1,1,1,1,29.7755
300,250,200,50,1,1,1,1,1,30.0717
300,250,200,150,1,1,1,1,1,13.0252
300,250,200,250,1,1,1,0,0,7.46369
300,250,200,350,1,1,1,0,0,1.13465
300,250,200,450,1,1,1,0,0,11.6197
300,250,300,-450,1,1,1,1,1,29.7708
300,250,300,-350,1,1,1,1,1,29.9076
300,250,300,-250,1,1,1,1,1,29.7733
300,250,300,-150,1,1,1,1,1,29.7198
300,250,300,-50,1,1,1,1,1,29.7788
300,250,300,50,1,1,1,1,1,29.9152
300,250,300,150,1,1,1,1,1,22.887
300,250,300,250,1,1,1,0,0,0
300,250,300,350,1,1,1,0,0,1.11216
300,250,300,450,1,0,0,0,0,1.11216
300,250,400,-450,1,1,1,1,1,29.6818
300,250,400,-350,1,1,1,1,1,29.6889
300,250,400,-250,1,1,1,1,1,29.7387
300,250,400,-150,1,1,1,1,1,29.6959
300,250,400,-50,1,1,1,1,1,29.7103
300,250,400,50,1,1,1,1,1,29.927
300,250,400,150,1,1,1,1,1,29.026
300,250,400,250,1,1,1,0,0,15.0959
300,250,400,350,1,1,1,0,0,9.40062
300,250,400,450,1,0,0,0,0,9.40062
300,250,500,-450,1,1,1,1,1,29.6998
300,250,500,-350,1,1,1,1,1,29.7266
300,250,500,-250,1,1,1,1,1,29.7785
300,250,500,-150,1,1,1,1,1,2.97E+01
300,250,500,-50,1,1,1,1,1,29.6837
300,250,500,50,1,1,1,1,1,29.6965
300,250,500,150,1,1,1,1,1,28.8522
300,250,500,250,1,1,1,1,1,29.6868
300,250,500,350,1,0,0,1,0,29.6868
300,250,500,450,1,0,0,1,0,29.6868
300,250,600,-450,1,0,0,1,0,29.6868
300,250,600,-350,1,1,1,1,1,29.7754
300,250,600,-250,1,1,1,1,1,29.7788
300,250,600,-150,1,1,1,1,1,29.6826
300,250,600,-50,1,1,1,1,1,30.0651
300,250,600,50,1,1,1,1,1,29.0525
300,250,600,150,1,1,1,1,1,29.685
300,250,600,250,1,0,0,1,0,29.685
300,250,600,350,1,0,0,1,0,29.685
300,250,600,450,1,0,0,1,0,29.685
300,350,200,-450,1,1,1,1,1,29.7557
300,350,200,-350,1,1,1,1,1,30.0145
300,350,200,-250,1,1,1,1,1,29.6723
300,350,200,-150,1,1,1,1,1,30.0261
300,350,200,-50,1,1,1,1,1,29.7489
300,350,200,50,1,1,1,1,1,30.0327
300,350,200,150,1,1,1,1,1,14.8597
300,350,200,250,1,1,1,1,1,26.9092
300,350,200,350,1,1,1,0,0,10.2412
300,350,200,450,1,1,1,0,0,4.88435
300,350,300,-450,1,1,1,1,1,29.8152
300,350,300,-350,1,1,1,1,1,29.9334
300,350,300,-250,1,1,1,1,1,29.7424
300,350,300,-150,1,1,1,1,1,29.719
300,350,300,-50,1,1,1,1,1,29.7389
300,350,300,50,1,1,1,1,1,29.9167
300,350,300,150,1,1,1,1,1,29.269
300,350,300,250,1,1,1,1,1,12.6528
300,350,300,350,1,1,1,0,0,4.60E-05
300,350,300,450,1,0,0,0,0,4.60E-05
300,350,400,-450,1,1,1,1,1,29.6609
300,350,400,-350,1,1,1,1,1,29.6909
300,350,400,-250,1,1,1,1,1,29.7309
300,350,400,-150,1,1,1,1,1,29.6518
300,350,400,-50,1,1,1,1,1,29.6613
300,350,400,50,1,1,1,1,1,29.9307
300,350,400,150,1,1,1,1,1,29.0622
300,350,400,250,1,1,1,1,1,29.7441
300,350,400,350,1,1,1,0,0,9.98847
300,350,400,450,1,0,0,0,0,9.98847
300,350,500,-450,1,1,1,1,1,29.6534
300,350,500,-350,1,1,1,1,1,29.7256
300,350,500,-250,1,1,1,1,1,29.7388
300,350,500,-150,1,1,1,1,1,29.6531
300,350,500,-50,1,1,1,1,1,29.6558
300,350,500,50,1,1,1,1,1,29.7067
300,350,500,150,1,1,1,1,1,28.8253
300,350,500,250,1,1,1,1,1,29.6854
300,350,500,350,1,0,0,1,0,29.6854
300,350,500,450,1,0,0,1,0,29.6854
300,350,600,-450,1,0,0,1,0,29.6854
300,350,600,-350,1,1,1,1,1,29.7302
300,350,600,-250,1,1,1,1,1,29.7441
300,350,600,-150,1,1,1,1,1,29.661
300,350,600,-50,1,1,1,1,1,30.0417
300,350,600,50,1,1,1,1,1,29.0858
300,350,600,150,1,1,1,1,1,29.654
300,350,600,250,1,0,0,1,0,29.654
300,350,600,350,1,0,0,1,0,29.654
300,350,600,450,1,0,0,1,0,29.654
300,450,200,-450,1,1,1,1,1,29.8104
300,450,200,-350,1,1,1,1,1,30.0417
300,450,200,-250,1,1,1,1,1,29.7292
300,450,200,-150,1,1,1,1,1,29.9947
300,450,200,-50,1,1,1,1,1,29.7399
300,450,200,50,1,1,1,1,1,30.0073
300,450,200,150,1,1,1,1,1,14.347
300,450,200,250,1,1,1,1,1,29.6871
300,450,200,350,1,1,1,1,1,19.8925
300,450,200,450,1,1,1,0,0,14.263
300,450,300,-450,1,1,1,1,1,29.8583
300,450,300,-350,1,1,1,1,1,29.9937
300,450,300,-250,1,1,1,1,1,29.6853
300,450,300,-150,1,1,1,1,1,29.7441
300,450,300,-50,1,1,1,1,1,29.7122
300,450,300,50,1,1,1,1,1,29.8654
300,450,300,150,1,1,1,1,1,29.2482
300,450,300,250,1,1,1,1,1,29.7469
300,450,300,350,1,1,1,0,0,10.2538
300,450,300,450,1,0,0,0,0,10.2538
300,450,400,-450,1,1,1,1,1,29.7111
300,450,400,-350,1,1,1,1,1,29.7517
300,450,400,-250,1,1,1,1,1,29.7469
300,450,400,-150,1,1,1,1,1,29.6714
300,450,400,-50,1,1,1,1,1,29.6579
300,450,400,50,1,1,1,1,1,29.8774
300,450,400,150,1,1,1,1,1,29.0722
300,450,400,250,1,1,1,1,1,29.7239
300,450,400,350,1,1,1,1,1,29.8886
300,450,400,450,1,0,0,1,0,29.8886
300,450,500,-450,1,1,1,1,1,29.6661
300,450,500,-350,1,1,1,1,1,29.7504
300,450,500,-250,1,1,1,1,1,29.7123
300,450,500,-150,1,1,1,1,1,29.6917
300,450,500,-50,1,1,1,1,1,29.6883
300,450,500,50,1,1,1,1,1,29.768
300,450,500,150,1,1,1,1,1,28.7646
300,450,500,250,1,1,1,1,1,29.7302
300,450,500,350,1,0,0,1,0,29.7302
300,450,500,450,1,0,0,1,0,29.7302
300,450,600,-450,1,0,0,1,0,29.7302
300,450,600,-350,1,1,1,1,1,29.6966
300,450,600,-250,1,1,1,1,1,29.7243
300,450,600,-150,1,1,1,1,1,29.6598
300,450,600,-50,1,1,1,1,1,30.037
300,450,600,50,1,1,1,1,1,29.0921
300,450,600,150,1,1,1,1,1,29.6951
300,450,600,250,1,0,0,1,0,29.6951
